id,script
119," 10, 9, ignition sequence start, 6, 5, 4, 3, 2, 1, 0, all engines running, liftoff, we have a liftoff. Ladies and gentlemen here in Halle an der Saale and dear viewers in the livestream. Welcome to the big election rally of your Alternative for Germany. Our beautiful country is in a deep crisis. The policies of the old parties, the left-green zeitgeist, the woke ideology - all this has led us to the abyss. And the figures are frightening. Attacks with knives are increasing significantly in Germany. We warned about this and unfortunately, unfortunately we were right about everything. You are destroying the German economy for the sake of alleged climate protection. This is certainly not what the Minister of Economic Affairs had in mind. Again, no good news. ThyssenKrupp's steel division has announced massive cutbacks. There used to be secure jobs here. Now VW is planning plant closures. Opel is cutting back production. Bosch cuts 5500 jobs. Stagnant excavators in companies. Too much bureaucracy. Energy prices too high. The economic situation is serious. After Merkel and after Ampel, this country is on the brink. We have deindustrialization in the country. We still have open borders. We have high inflation. We have high energy prices. And we have the threat of war in Europe. So we actually have huge problems on all fronts. And that's why we need to finally get our state back on its feet. So I think we finally need an AfD in a federal government. Time for a turnaround. Time for our middle class. Time for strong families. Time for our prosperity. Time to make work pay again. Time for affordable energy. Time for secure pensions. Time for our farmers. Time to give our young people a future. Time for secure borders. Time for our security. Time for peace. Time for free speech. Time for Germany to work again. Time for the new people's party. Time for our country. Time for German interests. Time for Germany. Time for Germany. Time for Germany. Time for Germany. Time for Germany. Time for Germany. Time for Germany. Time for Germany. Time for the AfD. Time for the AfD. Time for the AfD. Time for Schwarzfurt Gold. Time for our candidate for chancellor Alice Weidel. Because Germans want normality and they have the right to it. They want work, they want security, they want prosperity. Germans want freedom, they want individual freedom, they want entrepreneurial freedom. We want freedom. Time for Germany."
120," Citizens pay and pay, but hardly anything reaches them. We say enough. We are raising the tax-free allowance to 14,000 euros, reducing taxes on companies and abolishing the CO2 tax. This will keep their money where it belongs, with them. Tax relief for those who keep our country running. That is our plan for Germany. That's why on February 23, both votes for Alternative for Germany. Subtitling by ZDF, 2020"
121," The CDU is currently campaigning with AfD positions. And the truth is that it will not be able to implement these promises with its preferred coalition partners, i.e. the Greens and the SPD, because these other parties are against them. It will only be able to implement its election promises for political change with the AfD. And it's best to vote for the original rather than a copy, because I don't think voters are being given a clean bill of health here. To put it bluntly, voters are being lied to by the CDU."
122," And we are on the side, we as the AfD, we are on the side of freedom. We don't want state coercion. We want the state to withdraw economically and we want it to withdraw socially. And above all, we want it to withdraw from our educational institutions with all its gender nonsense and diversity."
123," The German passport must not be devalued. Yet all other parties are planning to speed up naturalization even more, lower the requirements and make dual passports the standard. This leads to conflicts of loyalty and undermines our national identity. With the AfD, the passport will remain what it is. A valuable asset that must be earned through clear integration efforts. Therefore, on February 23, both votes for the Alternative for Germany. Subtitling of the ZDF, 2020"
124," How can it be that I and other AfD functionaries are under massive personal protection? How can it be that we have a huge contingent of police and authorities here because of the left-wing extremist perpetrators of violence who pick on us at home, who carry out attacks on AfD functionaries? How can all this be in a free society that we actually want to have?"
125," Donald Trump is the only one who has ever made peace in Ukraine an issue, that he wants to end this terrible, unnecessary war. And he has also made that promise. And accordingly, my personal hope in Donald Trump is very high. Incidentally, Donald Trump was also the president who did not start a war during his time in office."
126," Take part now! Download the graphic or video from alisweidel.de, publish it on your own channel and send us the link to your contribution. Friends, this is the final product. We are giving away three signed Team Alis shirts per week as a thank you to all entrants. Thank you very much."
127," We want to have a proud Germany. We want to be as proud of our country as you are of yours. And you have achieved that. Why you are a symbol for us as the Alternative for Germany, a symbol of reason and a symbol of sovereignty and independence, that is what I want for our country too."
128," We have the highest energy prices in the world. This means that the first thing we have to do is bring energy prices down, including as a driver of inflation. And the way to do this is to be open to technology. For example, through base-load capable nuclear power, through coal power, through gas. But also, if you like, through renewable energies. But without this gigantic subsidy policy to the detriment of our country. We absolutely must put an end to this and that is why we will do two things in government. We will abolish the EEG and we will abolish the CO2 tax, which was introduced by the CDU. It makes everything more expensive, especially for consumers. You've just seen that in the article. Heating, then at the pumps, the CO2 levy, the increase in it, will take full effect in 2027. And what will happen? We will have fuel price increases of up to 1 euro per liter. Just to give you an idea of what consumers will be facing. Heating and gas bills will no longer be affordable. And we are absolutely against any ban policy. Everyone should be free to decide which heating system to install and which car to drive. Every consumer should decide for themselves what they want. We don't need bans for that. And every company should be free to decide for itself what it produces. If the German automotive companies want to produce combustion engines, a cutting-edge technology in Germany, then they should do it. I simply no longer want the market to be distorted in the automotive sector by subsidizing e-cars. Point taken. Point taken. Dot made. Point made. Point grin. 왜 Ceiling running information. Point landed against 119. point gercenturyrailend.吟 is leadership quarter, Authority Abstell and stattfindetдаf are."
129," Firstly. Taxes must come down. Reduce energy taxes, value-added tax and income tax, abolish the CO2 levy and genuinely scrap and abolish the unspeakable EEG. Secondly. The ECB must be made to fulfill its mandate and ensure stable money. Thirdly. Government spending must be focused on the essentials. Internal and external security, guaranteeing the rule of law and public order. No more ideological politics, patronage and handing out money all over the world. Fourthly. Illegal migration and immigration into the social systems are already back above 2015 levels, but they are opening the last floodgates and sending new migration signals through almost unconditional naturalization. Fifthly. The energy supply must be expanded. We must demoralize energy production and energy imports. In plain language, this means putting an end to wasting resources on wind power and photovoltaics. They are not crisis-proof and not reliable. Wind power only contributes a fraction of the installed capacity to supply. Nuclear power almost 100 percent. Sixthly. Normalization of gas imports from Russia and, if necessary, opening of Nord Stream 2. Yes, of course. Secondly. Extending the lifetimes of nuclear power plants that are still active, reactivating those that have been decommissioned and, of course, building new nuclear power plants. We need nuclear power for clean, safe and affordable energy. And it's nice that the CDU now seems to be gradually realizing this, Mr Merz, it's thanks to your party, which has been dancing to the green-red tune for 16 years, that we have this misery in the first place. The energy transition to nowhere is the result of your policies and 16 years of Merkel. And the continuation of the energy transition and the misuse of the crisis to push it even further will lead to certain ruin."
130," If the state can't handle our money, the taxpayer, which incidentally already has record tax revenues, if it can't handle it, then please don't invent any more tax rates, as it is already doing anyway, via the CO2 levy, then something else will be added here, then it should tighten its belt even more. And what does this state offer its own population? It offers its own population eroding internal security, unprotected borders, a dilapidated infrastructure etc. pp. And the highest energy prices in the world."
131," The federal government at the time, the ""Ampel"", and they were all together, they had the SPD, they had the Greens and the FDP, but also the state government with the CDU, they had the information that the mRNA vaccine had a 20-fold higher risk exposure than normal. These people knew that. That's why I'm all the happier that it was only with the strength of the Alternative for Germany in the German Bundestag that compulsory vaccination was prevented."
132," In Germany, cash benefits are distributed to asylum seekers without any checks on how the money is used. This is a thing of the past. With the AfD, there will only be benefits in kind, and consistently so. Social benefits will also be converted into benefits in kind so that the aid reaches those in need directly. The message is clear. Germany is not a self-service store. Those who are not allowed to stay must leave. Time for a real repatriation offensive. Therefore, on February 23, both votes for the Alternative for Germany."
133," The point is, I only represent the voters. And there are millions of voters in Germany. You can't go there and say I'm excluding millions of voters. I actually think that's undemocratic and of course, as you said, not particularly clever either. The voters decide who they want in government. And the will of the voters is actually quite clear in the polls. The voters want a black-blue coalition. Quite simply."
134," We have a plan for the future of Germany. I have outlined this plan in various speeches in the German Bundestag. And this plan includes many motions from the AfD parliamentary group in the German Bundestag, which were rejected by all other parliamentary groups, especially the CDU. Why do I say that? The CDU is standing here until February 23 and blatantly copying the AfD program. It is a copy of our election program and our position in the parliamentary groups. And I can only say to you, don't fall for it, because who does the CDU actually want to govern with later and implement what it has copied from us? It is simply impossible. Thank you very much."
135," Die CDU will 900 Milliarden Schulden aufnehmen. Schon wieder ein Wahlversprechen gebrochen. Wir sagen, keine neuen Schulden. Du und die anderen Steuerzahler haben im letzten Jahr rund 425 Milliarden Euro an den Bund gezahlt. Und der hat sie für alles Mögliche ausgegeben. Nur nicht für dich. Wir wollen das ändern. Weg mit Migrationskosten von ca. 50 Milliarden Euro. Nur noch qualifizierte Einwanderung nach Deutschland. Große Bürgergeldreform, damit sich Arbeit wieder lohnt. Schluss mit dem Migrationsmagneten. Raus aus dem Pariser Klimaabkommen und weg mit der Klimaideologie. Schluss mit Radwegen in Peru und genderneutralen Toiletten in Ghana. Ausrüstung für die Bundeswehr anstatt für die Ukraine. Keine Steuergelder mehr für NGOs, die gegen die Bürger demonstrieren. Reform der EU und Kürzung der Mittel. Kindergeld nur für Kinder in Deutschland. Mit uns gibt es Einsparungen von rund 181 Milliarden Euro. Das sind in etwa 43 Prozent der Steuereinnahmen des Bundes. Zeit für Deutschland. Zeit für Veränderung. Nur mit der AfD. Untertitelung. BR 2018"
136," Der Lehrerberuf muss deutlich attraktiver gemacht werden, dass sich wieder mehr Leute dafür entscheiden, Lehrer zu werden. Das ist ja auch heutzutage ein Knochenjob. Als ich in die Schule gegangen bin, als ich so alt war wie Sie, da war das vielleicht noch nicht so. Aber das ist schon heutzutage so, das, was ich höre, auch von befreundeten Lehrern, das ist schon teilweise recht, recht anspruchsvoll in den Klassen. Und dementsprechend müssen wir insgesamt den Lehrerjob attraktiver machen. Darf ich fragen, wie genau? Klar, sehr gerne. Den machen Sie attraktiver, indem Sie erst mal deutlich mehr Stellen anbieten, Ausbildungsstellen für Lehrer. Weil der Lehrermangel, der ist ja nicht erst seit heute, sondern der besteht seit über zehn Jahren. Da weiß man das, dass wir Fachkräftemangel dort auch haben. Ich meine, wir haben überall Mangel und die Politik hat eigentlich ehrlich gesagt alles verpennt. Das ist der Grund, warum ich in die Politik überhaupt gegangen bin. Weil mich das auch stört. Und das machen Sie letztendlich immer so, man soll doch die Leute vernünftig bezahlen für den Job, den Sie machen. Wenn Sie nachher rausgehen, sich darüber, so als Lehrer jetzt, sich darüber Gedanken machen, ja, also wie soll ich denn jetzt hier meine Familie ernähren, reicht es noch, soll ich mir den Stress antun? Oh, dann melde ich mich lieber krank. Das sind alles keine guten Standortfaktoren. Und jetzt, so das viel Wichtigere ist, dass Sie das Gefühl haben, als junge Frau gut ausgebildet zu sein. Ich möchte für Sie, dass Sie wirklich eine richtig gute Zukunft haben und eine super Ausbildung. Frausti Freund, won Și an das, was wir sehen."
137," The AfD firmly believes that we must control our borders, make our borders secure and immediately turn illegal immigrants away from our borders. That is our program. We have proposed it. It was rejected by the CDU."
138," Now it's really enough. CDU, have you gone mad? The parents in Aschaffenburg have just found out that their two-year-old child has been stabbed to death. Two dead. And what does the most important woman in the March CDU, Julia Klöckner, post? Always men. No women. Why? Yes, are they crazy? Who else would it have been from the Arab world? It's 90% men who come here. And no women. And which men are to blame for all this? They're called March. They're called Söder. Who keep the borders open. And who, with their fucking firewall, are preventing the fact that they, together with the AfD in the Bundestag, have long since decided to close the borders. Expel the perpetrators. And finally peace. But what are they posting? They are men. And not women. Have they gone mad?"
139," Sie geben aber Milliarden für die Illusionen aus, das Klima in einigen Jahrzehnten beeinflussen zu können. Aber für die Absicherung gegen reale Gefahren im Hier und Heute ist kein Geld da. Deutsches Steuergeld geht in alle Welt. Der Hochwasser- und Katastrophenschutz im eigenen Land wird vernachlässigt und kaputt gespart."
140," But anyone who chooses to put the fate of Germany in the hands of Friedrich Merz is choosing war, ladies and gentlemen. And they are not only voting for war, they are also voting for Robert Habeck. Who will vote for a continuation of the Green policy of paternalism, deindustrialization, impoverishment, economic incompetence and a politically desired energy emergency?"
141," Wir werden es nicht als AfD zulassen in einer Regierung, dass unser Land überrannt wird von Menschen, von denen wir nicht wissen, wer sie sind und woher sie kommen. Damit ist Schluss und das werden wir auch an alle Welt kommunizieren, dass die deutschen Grenzen dicht sind und dass wir Illegale und Straftäter, Vergewaltiger, Mörder sofort abschieben werden. Das ist unser Programm für die deutsche Bevölkerung."
142," Courts in this country would have the foremost task of dispensing justice incorruptibly and independently, regardless of person or opinion. The appointment of the highest judges would be removed from the influence of the political parties, and the public prosecutor's offices would be independent of instructions from the Minister of Justice. This is because the judiciary, as the third power, has to control the executive and not confirm it."
143," As Alternative for Germany, we want a genuine political turnaround in our country. We have also set this out in our program, in our speeches in the Bundestag and state parliaments. We want a genuine turnaround in migration, we want secure borders and, above all, we want energy prices to be lowered. We are far too expensive in international competition, jobs and consumers depend on this, and people's consumption costs are far too high. Here, too, we need to bring prices down overall. And we want to return to an ordoliberal economic policy with sensible framework conditions for companies. Ultimately, this means lowering taxes and diversifying the energy supply, i.e. allowing nuclear power again, openness to technology. In other words, we are against the ban on combustion engines. We should start producing combustion engines in Germany again, stop the subsidies for e-cars, so that we have real competition in the car market and therefore more market-based competition overall."
144," Ich glaube, dass unser Verhältnis zu unseren ausländischen Freunden, sowohl zu unseren europäischen Nachbarn als zu den USA, als auch zu den USA, zu China und zu Russland noch nie so schlecht war. Wir haben es wirklich geschafft, die letzten zehn Jahre unser gutes Verhältnis zu zerstören. Und es wird auch als zweitstärkste Kraft in Deutschland meine vornehmliche Aufgabe sein, dieses Verhältnis auch mit zu reparieren. Das sehe ich als meine vornehmliche Aufgabe an. Weil es so nicht mehr weitergehen kann."
145," Removing subsidies, which is what I'm talking about, by abolishing the EEG and introducing real competition on the energy market, would even save money because they would no longer have to pay out the subsidy. It's quite clear what we're talking about here. We need real competition and then all forms of energy have to face up to competition. And then you can simply draw up sensible investment calculations. But it doesn't work that way because the price is distorted by subsidies that the taxpayer has to pay on top of the highest energy costs. Bans on the automobile market, the ban on combustion engines is fundamentally wrong. And we must stop this ban policy. Consumers must decide for themselves what they buy and producers must decide for themselves what they produce. And this competition has been destroyed by politics over the past 10 or 15 years. I think that's fundamentally wrong. I think that's fundamentally wrong. I think that's fundamentally wrong."
146," Law and order must be applied consistently. Borders must be closed. Illegal entry must be prevented for those not entitled to stay, and criminals and Islamist fanatics in particular must be deported. And also to Afghanistan. So that something really changes. On February 23. AfD."
147," Welcome to the AfD's big clique calendar. Today Fancy Nancy's fight against the right. Fancy Nancy, in Thuringia, the head of the Office for the Protection of the Constitution is suspected of having committed crimes. What do you think? We need to do more in the fight against the right. Is that all you can think of? He allegedly threatened employees with physical violence and drew up reports on the AfD in violation of the law. We need to do more in the fight against the right. So Nancy, you can't just ignore this. He is even said to have passed on official secrets to Mitteldeutscher Rundfunk. That is not acceptable. We have to do more in the fight against the right. Apparently Fancy Nancy is not capable of answering simple questions. What should people who expect real enlightenment do? They should vote for the AfD. You can't get enough of the AfD's clique calendar. Subscribe to the channel now and never miss another episode."
148," Wenn eine Innenministerin wie Nancy Faeser, deren Priorität es ist, sich mit irgendwelchen Regenbogenarmbänden abzubilden, sich hinstellt und die Meinungsfreiheit einschränkt, indem Menschen, die anders denkend sind, die eine konservative Meinung haben oder einfach nicht die Meinung dieser Ministerin, die Regierungen kritisieren, dass die plötzlich in die rechte Ecke gestellt werden, dass Beamte mit Disziplinarverfahren zu rechnen haben, dass die rausfliegen aus ihrem Job, die Pension gestrichen werden, da fragt man sich, meine Güte, die Frau, die scheint wirklich durch die beste Schule gegangen zu sein, das ist DDR 2.0, was hier heute gemacht wird. Deshalb am 23. Februar AfD."
149," Sie speisen die Opfer mit leeren Phrasen ab. Sie relativieren die Bedrohung und stellen religiöse Fanatiker in unerträglicher Verharmlosung wie ihre Parteivorsitzende Ricarda Lang auf eine Stufe mit angetrunkenen Grölern. Sie missbrauchen die Ressourcen der Sicherheitsbehörden, um gegen Oppositionelle vorzugehen, statt die größte und dringendste Gefahr für die innere Sicherheit anzugehen, den importierten islamistischen Extremismus und seine linksextremen Schläger."
150," Liebe Freunde, am 1. September entscheidet sich die Zukunft nicht nur für Sachsen und Thüringen, sondern die Zukunft für Deutschland. Macht die AfD zur stärksten Kraft. Macht unsere Spitzenkandidaten zum Ministerpräsidenten. Und ihr habt die Wende in allen politischen Bereichen. Darum AfD wählen. Untertitelung des ZDF, 2020"
151," Welcome to the big AfD clique calendar. Today, Annalena is jealous. Annalena and Friedrich, what's wrong with you? You're so quiet today. I'm jealous. Oh, why is that? Friedrich likes Robert much better than Misch. But that's not true at all, Annalena. I love you both equally. Then why is Robert allowed to stay in his ministry and not me? Don't worry, Annalena. Of course you'll stay Foreign Minister. And Robert will remain Economics Minister and Schem will stay in the Ministry of Agriculture. Nothing will change with my CDU. And what should the people who want real change do? They should vote AfD. You can't get enough of the AfD clique calendar. Subscribe to the channel now and never miss another episode."
152," The teacher scolds you. Everyone gets their... Thank you. Gladly, gladly. Leave right now. Thank you. You're welcome. This is a secure area and you don't have to walk around freely. Please come with me once."
153," Germany is in the midst of its worst economic crisis. How are politicians reacting? Not at all. No work is being done in Berlin. Meetings have been suspended. No more work is to be done here until the new elections in February. And with the help of the CDU. To put it bluntly, the CDU means standstill. Germany has the highest energy prices in the world. As a result, companies are either going abroad or going bankrupt. And Hans-Werner Sinn has named the poison list, as he calls it, very precisely, which is the crime of politics. I'll start here. Oil heating ban from 2024. Combustion engines from 2035. Tightening of the fleet consumption formula in 2018. Incidentally, the AfD was the only parliamentary group to protest against this. The CDU happily voted in favor. Coal out by 2038. Natural gas phase-out by 2045. Planning to dismantle and convert the gas grids by 2024. In other words, the gas grids are simply being ripped out here without any alternative. That only works with children's book authors like Habeck. Then the Energy Efficiency Act 2023. Nuclear phase-out. The last safe nuclear power plants were simply shut down last year. Yes, that's how it looks. And that means we need a real political turnaround. And that's only possible with the AfD."
154," We are fundamentally, and have been calling for years, for the European Union to reduce its competences. We believe that the European Union, with its bureaucratic superstructure, is too encroaching on industry and also on the nation states, where the elected parliaments are. And there we have been calling for years for a reduction in competences, i.e. that supranational law no longer breaks national law. The ban on combustion engines comes from the European Union, from the Commission."
155," Mr. Habeck, the eternal philosophy student who has written children's books, thinks he is so competent that he could now take over the super ministry of economics and energy. That would be exactly the same as if I, as an economist with a doctorate, were to say, ""Gee, what are we doing today? These rocket sciences interest me. I would like to be responsible when the next Mars rocket is patched up. And I would like to take final delivery of it. That would be exactly the same, it would be just as presumptuous. And that's why we as the Alternative for Germany say, yes, maybe I can do it after all, who knows. That's why we as Alternative for Germany, and above all I personally, say that we first need a TÜV test for government politicians. TÜV! MOT! MOT! MOT! MOT! MOT! MOT!"
156," What about the people? People are suffering from what is known as a loss of real purchasing power. They no longer have any purchasing power. They realize that their money is worth less and less of what they earn. Prices are rising, it's what Habeck doesn't understand, what nobody here understands. We are dealing with such high, very strong, serious inflationary tendencies that not only one person has to work, but two people have to work at the same time. That is a common principle here. Then rents rise. We have asset price inflation. Everything goes up. Food prices. You have to go to the supermarket to see what's actually going on here. People can't even afford it anymore. And then there's the car, the commute to work. Who is supposed to pay for all this at the pump?"
157," Angela Merkel also found this to be the case, and you have to agree with her, because cheap Russian natural gas has concealed the failure of the green energy transition. For years. It was complementary to the EEG and then prices went through the roof anyway. As I just said, Germany had the highest energy prices even before the Russian invasion, before the sanctions policy. So that means it's quite clear that our problems are homemade."
158," Taurus is the next step in the development of a Marschlu missile, which was produced in Germany and must also be operated by German soldiers. And it has a significantly greater range than the American Ettecamps medium-range missiles or the British medium-range missiles. Taurus could theoretically reach Moscow. And accordingly, Taurus would be a crossing of the red line for the Russians. And that would mean that the NATO alliance case would come into force. And that would be a complete catastrophe, as perhaps everyone here can imagine. We are walking into a major war with a nuclear power, and completely without need. And why? Because someone who has no idea at all, no idea how Friedrich Merz is actually flirting with handing over German technology to Ukraine. And this delivery, the firing of a German missile from Ukraine at a Russian target, will result in a Russian reaction, I will predict what will happen, that a German target will be fired at. That is the NATO alliance case, then we will be at war. And that must be prevented at all costs. The AfD has set out to prevent Taurus at all costs. We will work in the next Bundestag to ensure that Taurus is prevented. Because Taurus is a great danger, an existential danger for Germany and for Europe."
159," Die Bundesrepublik Deutschland steckt in der schwersten Wirtschaftskrise und im Bundestag wird einfach nicht gearbeitet und die Tagesordnung abgesetzt. Dann leidet Deutschland unter einer erodierenden Sicherheit aufgrund der drastisch gestiegenen Ausländerkriminalität. Das gehört eben auch mit dazu. Darum fordern wir seit langem, die Grenzen endlich zu schließen. Und auch in diesem Feld wurde nie etwas gemacht. Wir bieten der CDU an, hier einen Antrag durchzubringen, unsere Grenzen zu kontrollieren. Und stattdessen werden die Anträge von der Tagesordnung runtergewischt oder abgelehnt. Auch das spricht Bände. Und das riecht aus unserer Sicht nach Wählerbetrug. Das ist eine zutiefstwirtschaftsfeindliche Politik, die hier betrieben wird. Und Friedrich Merz wird es mit Linken, Grünen und SPD nicht lösen können. Und dementsprechend heißt es auch hier, das Original zu wählen, die AfD. Und damit werden wir in den Wahlkampf gehen. Und wir plädieren vor allen Dingen dafür noch einmal. Wir wollen hier arbeiten. Wir wollen, dass im Bundestag gearbeitet wird. Hier dürfen nicht die Sitzungstage ausgesetzt werden. Hier müssen Anträge zur Reform und zur Gesundung Deutschlands eingebracht und abgestimmt werden. Und dafür setzen wir uns ein. Wir wollen, dass im Bundestag gearbeitet wird."
160," Jeder ist herzlich willkommen, der sich positiv in unsere Gesellschaft einbringt. Punkt. Und so sollte es auch gehalten werden. Das, was die Menschen bemängeln, das, was sie gerade gehört haben, das ist der Kontrollverlust und der Verlust über die innere Sicherheit, weil Gesetze nicht eingehalten werden und nicht umgesetzt werden, so wie das ihre Kollegin auch in diesen beiden Fällen richtigerweise gesagt hat. Das ist das Problem. Und dementsprechend geht es darum, dass wir endlich den politischen Willen haben. Ich hoffe mit der nächsten Bundesregierung, dass wir endlich in die Umsetzung kommen, dass Recht und Gesetz vor allen Dingen in der Migrationsfrage umgesetzt wird, damit es genau nicht zu einer gesellschaftlichen Spaltung kommt und zu diesem typischen Übereinkamm scheren."
161," We have just talked about the age cohort between 16 and 24. And this age cohort includes school pupils, first-year students and young professionals. And this group sees exactly what the situation is like in schools. We have the problem of migrant overstretch in large cities in western Germany. They have patchwork classes. In some cases, German is no longer spoken properly. Knowledge is no longer taught. They are very aware of that. Those are also the main points of criticism. Then the young people and young voters realize that their livelihoods are being destroyed here."
162," But we have a serious issue here that has been on our minds for days now. Because for the first time, an Islamist terrorist has killed a police officer in Germany. The courageous police officer Ruven L. lost his life while trying to protect citizens who wanted to exercise their fundamental right to freedom of expression. Our sincere condolences go out to Ruven L.'s relatives at this difficult time. We wish them much strength and Mr. Stürzenberger and the other victims of the brutal knife attack in Mannheim a speedy recovery. The AfD parliamentary group has requested a minute's silence from the Federal President for the police officer who was killed. This murder attack takes imported violence to a new level. It is frankly a disgrace that the political leaders in this country have nothing more than dry compulsory exercises and hackneyed phrases to offer. Federal President Steinmeier reaches a new peak of tastelessness when he takes the Mannheim knife murder as an opportunity to warn against, and I quote, the brutalization of political debate and the growing propensity for violence in our country. I have to say that an Islamist terrorist attack is not a political dispute. And it is also sheer mockery for the citizens who have to suffer from the loss of security in public spaces caused by mass migration. The same applies to Green Party leader Ricarda Lang's equation of the riots on Sylt with the attack in Mannheim. Both are equally a threat to freedom, claims the Green Party leader. This is an outrageous derailment and a mockery of the victims. However, words can neither bring back to life the young family man and police officer who was stabbed to death, nor can they assuage the grief of his relatives, nor can they give citizens back their freedom and security in public spaces. The murderous mass attack in Mannheim is a beacon. How many more people will die or be seriously injured? Action must finally be taken. What we need is a turnaround on migration in Germany. This requires naming the causes and those responsible. The criminal guilt for this murder and this bloodbath lies with the assassin. Political guilt and responsibility, on the other hand, lies with those politicians who for years and decades have pursued a policy of open borders and arbitrary mass immigration and have used all means at their disposal to defame and silence critics. It is this policy that has led to dangerous people like the Afghan murderer entering the country and not having to leave it. And who are responsible for the fact that our police officers have to take the rap for it, like Ruben L., who was murdered in Mannheim, and have to pay for it with their lives and their health. The figures speak for themselves. According to the police crime statistics in 2023, we are dealing with around 15,000 knife attacks A year. That's over 40 knife attacks per day. The figures are dramatic. And that's within our national borders. And I think it's nice and I have to say, I also think it's a bit of a shame to always have to read something like this in the Swiss press. One author, Philipp Gut, wrote an excellent article about this in Weltwoche, because it's always said here that we finally have to talk about deportation. And everyone's getting carried away. But he quite rightly writes here, and this is what the AfD has been saying for ten years, I quote, the real problem, to put it clearly, does not start with the deportation discussion, i.e. deportation, deportation discussion, about an Islamist stabber. That is the end of the story. The beginning is the mass migration that has gotten completely out of hand, the bogus asylum seekers, the tolerated, politically desired and promoted abuse of the asylum system on a scale of millions. One of the consequences of this is that tens of thousands of Syrians and Afghans are being naturalized. End quote. I'm glad to read something like this in a medium at all. I think it's a shame that I can't read anything like this in any German media. Because that's where dealing with the truth begins and also with the courage to finally address the problems here, that what is being done here is politically motivated and politically wanted, started by the Merkel-CDU, accelerated by the traffic light, million-fold asylum abuse of bogus asylum seekers within our national borders. That is all we are dealing with. And that is why we need a turnaround in migration through the pure application of law and order, which is all the AfD is calling for. It is simply not being done. And finally an end to the reign of injustice, which has been practiced millions of times over for years, by this really irresponsible do-gooderism, which has let millions of these people in, with exploding violent crime, according to police crime statistics. It really is irresponsible that criminal foreign nationals are being allowed into our country to commit these acts of violence. And it must be condemned. And a genuine change of policy must finally be initiated. And not with some empty words, which in my view are completely irresponsible."
163," Die polizeiliche Kriminalstatistik sagt ganz klar, dass die Ausländer- und Jugendkriminalität in unserem Land durch die Decke gegangen ist. Was ist die Ursache davon? Die Ursache ist, dass wir es zugelassen haben, dass illegale Migranten seit 2015 durch offene Grenzen in unser Land strömen, von denen unser Staat noch nicht mal weiß, wer sie sind, woher sie kommen, wie oft sie sich registrieren lassen in unserem Sozialstaat und was sie eigentlich hier zu suchen haben."
164," Why is that? That people no longer have confidence in our politicians, in the institutions of our country. And why so many people, especially young people, are afraid, afraid, this is not about worry, afraid for the future. That's why AfD on February 23."
165," I swear that I will devote my strength to the welfare of the German people, increase its benefits, avert harm from it, uphold and defend the Basic Law and the laws of the Federation, conscientiously fulfill my duties and do justice to everyone. So help me God. So help me God."
166," We want the state to withdraw economically and we want it to withdraw socially. Above all, we want it to withdraw from our educational institutions with all its gender nonsense and diversity."
167," And that is why we say what needs to be done for Germany's recovery is obvious. We need to drastically reduce income, consumption and corporate taxes. We need to transform the citizen's income into an activating basic income. We need to eliminate the pull factors for illegal migration into our social systems. We can only do this by no longer paying cash benefits to foreign citizens and replacing them with benefits in kind. We need to reduce senseless government spending. Germany does not have a revenue problem. We have record revenues every year. Germany has a spending problem. The federal government cannot handle record tax revenues with care."
168," This is an example of why competencies should be reduced. We also consider the Building Energy Act to be intrusive. People should not be told which heating system to install, whether oil or gas. We have to stop with the prohibition policy and that has its origins in the European Union. And that's why we say that every nation state should decide for itself, where the elected parliaments sit. That is an example of competences."
169," A completely uncontrolled, unbridled immigration. People who came to us, back then we were told, were more valuable than gold. And today we see that the PKS has gone through the roof. We're talking about a total of 8,160 knife attacks. That's 23 knife attacks per day within the German border. It's really unbelievable what's happening here. And I would like to say that knife attacks like this are not part of our culture. It was unheard of before."
170," Dear friends, Sunday is the day. Germany has an election. If we make the AfD big enough, the firewall will collapse. Then Germany will finally get a change of policy. But for that to happen, we all have to go to the polls. That's why I have the following campaign for you. You go to the polls on Sunday, but not alone. Take two others with you. A good friend, your grandma or your oddball uncle. It doesn't matter. The main thing is that all three of you vote. For a change in our country. Together you three are friends for Germany. And for the best photos that you share on social media under the hashtag 3Freunde, we have one of these wonderful 25 signed Team Alice shirts as a thank you. So, join in, go to the polls, let's change our country. The three of us can do it."
171," Ten days have passed since the crushing election defeat in Saxony and Thuringia, which has degraded your Chancellor's party to a splinter party. You are still trying to convince yourself that voters are fleeing you in droves because they have not explained your policies well enough. The opposite is the case. The citizens have understood perfectly well that your policies mean the destruction of prosperity, deindustrialization, mass migration and the loss of internal security. You are the chancellor of decline, Mr. Scholz."
172," The AfD only relieves the rich? Fake news! Suppose your family income is 42,000 euros. The AfD increases your tax-free allowance. That means less income tax for you. A 20,000 euro exemption from pension insurance for each child. No more CO2 tax, no more broadcasting fees and no more property tax. Reduced social security contributions and consumer spending. With us, you will have around 7,400 euros more in your pocket each year. Time for Germany, time for change. Therefore, vote AfD on February 23. Support your AfD. Like and share this video."
173," We don't want dependencies. We want freedom. We want freedom of expression. We want economic freedom. We want freedom for companies. Entrepreneurial freedom. And above all, we want us all to be free again, for this country to be safe and for us to be able to live in freedom. That is what we stand for."
