id,script
70," Sehr geehrte Damen und Herren, das ist ein großartiger Tag für die Demokratie heute. Wir sehen, dass bürgerliche Mehrheiten da sind und vernünftige Anträge beschlossen werden können. Und wir sehen heute, dass so etwas wie die Ampel überhaupt gar nicht nötig gewesen wäre. Und dementsprechend sollte man diesen Tag nehmen und dieser Appell geht an alle anderen Parteien, vor allen Dingen an die CDU. Man sollte innehalten und man sollte darüber nachdenken, ob man die Brandmauer, die aus unserer Sicht undemokratisch ist, weiter aufrechterhält, Millionen von Wählern von vornherein ausschließt. Oder ob man sich darüber ernsthaft Gedanken macht, seriöse Politik für unser Land endlich zu machen in der nächsten Legislatur. Danke. Na gut, also ich habe ja auch sehr deutlich gemacht, dass unsere Hand ausgestreckt ist. Und wir als AfD-Fraktion haben es immer so gehalten, dass wir vernünftigen Anträgen zustimmen. Also Parteitaktiererei kommt für uns überhaupt gar nicht in Frage. Wir stimmen allen vernünftigen Anträgen zu. Und das ist heute passiert und wir haben dafür eine Mehrheit generieren können. Und dementsprechend sollte es genau so demokratisch weitergehen, jenseits von undemokratischen Brandmauern. Denn das sind wir unserem Land schuldig, dass wir nämlich dieses Land und die Menschen in diesem Land zuerst setzen und parteipolitische Taktiererei erst zum Schluss. Ist das für Sie nach acht Jahren im Parlament jetzt einer der kürzesten Fragen? Na, die Verhinderung der Impfpflicht dank der AfD, das war ein wichtiger Meilenstein. Und das heute ist ein weiterer Meilenstein gewesen. Und zur Wahrheit gehört mit dazu, dass die CDU diesen Antrag von uns abgeschrieben hat. Und genau diese Forderung sieben Jahre lang, wie ich es heute erläutert habe in meiner Rede, sieben Jahre lang abgelehnt hat. Und das habe ich auch heute deutlich gemacht. Inwiefern ist das für Sie persönlich jetzt auch ein Sieg? Das ist ein Sieg für die Demokratie. Das ist ein Sieg des Parlaments. Und natürlich ist es der Erfolg der AfD-Fraktion. Also Herr Merz sammelt gerade nicht die Brotkrümel auf, die Sie ausgestreut haben. Ja gut, also er hat sich dafür entschieden, unsere Forderungen mit zu übernehmen. Und auch das Zustrombegrenzungsgesetz stammt aus unserer Feder. Das wurde die vergangenen Jahre von der CDU selbst abgelehnt. Man hätte die Mehrheiten gehabt für eine vernünftige Politik. Die Migration zu begrenzen, unsere Grenzen zu kontrollieren. Das hätte man schon vor Jahren gehabt, diese Möglichkeit. Man hat sich dagegen entschieden. Und heute sehen wir die Bürger, das Parlament will es anders. Und die Mehrheiten werden sich nochmal verschieben, deutlich hin zu bürgerlichen Mehrheiten von Blau-Schwarz. Also kann man ihre Grenzen machen. Immer Chen Gew números müssen sie stacken, vielleichtgen wir endlich malfamily DLC perpet. Hier ist ein unterschiedlicher Dinge. Und die Mitglied alright. Sicher, glaube ich muss dieseudd попrap hin. Ge obstruct beading FORG. Du bist den Link und freiglich damit, du bist... Frauen B lógig... Ver Size Sien ein w Hackbar-TOP"
71," Das, was Sie hier gerade gesehen haben, dass der Gesetzesantrag der CDU und CSU von der eigenen Fraktion abgelehnt wurde, das ist die Demontage von Friedrich Merz als Kanzlerkandidat gewesen. Sie sehen auch, dass es eine Migrationswende, einen echten politischen Wandel nur mit der Alternative für Deutschland geben kann. Das hat diese Abstimmung auch gezeigt. Denn die AfD-Fraktion steht geschlossen. Es gibt keine Abweichler, die einem berechtigten Anliegen in den Rücken fallen. Und dementsprechend ist das, was wir gesehen haben hier, die Implosion einer konservativen Volkspartei. Einen echten politischen Wandel gibt es nur mit der AfD. Und dementsprechend werden wir sehen, wie die nächsten drei Wochen verlaufen. Friedrich Merz ist als Tiger gesprungen und endete als Bettvorleger. Ihnen wird nicht entgangen sein, dass wir heute im Parlament als auch am Mittwoch tumultartige Szenen hatten. Es ist das pure Chaos der etablierten Parteien. Und das Chaos spricht für sich, wer eine stabile Regierung haben möchte und einen echten politischen Wandel. Der wählt die Alternative für Deutschland. Denn Merz ist demontiert, er hat seine eigene Partei nicht hinter sich. Und das, was er heute gesagt hat, war auch recht klar. Es gibt nicht nur den 23.02., es gibt auch den 24. Februar, wo er dann sich auch geöffnet hat hin zu SPD und zu den Grünen. Er möchte mit diesen beiden Parteien koalieren. Er will sich die Option nicht zumachen. Er hat es mit uns ausgeschlossen. Und dementsprechend werden wir auch nach der Wahl schwarz, grün, rot haben. Und Friedrich Merz steht eben nicht für den politischen Wandel. Und dementsprechend hat er auch heute diese herbe Niederlage kassiert. Sie haben es heute gesehen, was hier für ein Chaos ist. Die Altparteien sind nicht mehr imstande, die Dinge hier vernünftig zu ordnen. Wir haben ein Land im freien Fall. Wir liegen wirtschaftspolitisch da nieder, migrationspolitisch. Und hier wird dann so ein Theater abgezogen. Sitzungswochen fallen aus. Man wird wochenlang dazu brauchen, Sondierungen zu tätigen. Also hier wird nicht gearbeitet. Hier werden wichtige Anträge und Gesetzesvorlagen einfach abgelehnt, vorher von der Tagesordnung genommen. Die Wahrheit ist ja, das Zustromsbegrenzungsgesetz war im Dezember bereits auf der Tagesordnung, wurde wieder runtergenommen aus Angst vor Zufallsmehrheiten. Und damit ist eigentlich alles gesagt gewesen, dass die CDU überhaupt gar keinen politischen Willen hat, die Sachen wirklich umzusetzen, ehrlich. Dass das Ding wieder aufgesetzt wurde, es war rein wahltaktischer Natur. Und dementsprechend kaufen die Menschen dem Friedrich Merz das auch nicht mehr ab. Er wusste, er müsste handeln und hat es nur deshalb gezwungenermaßen aufgesetzt. Und wäre das Zustrombegrenzungsgesetz und andere wichtige Anträge und Gesetzesanliegen bereits früher abgestimmt worden, dann hätte es auch vielleicht die Toten nicht gegeben. Und das gehört einfach zur Wahl mit dazu. Wir müssen endlich Politik für unser Land und für die Bürger machen. Und mit diesem Theater hier aufhören. Herr Merz ist sehr ungeschickt. Und er ist nicht nur ungeschickt, er ist nicht stringent. Letztendlich hat Friedrich Merz sich selbst zur Fall gebracht. Weil er ein unglaubwürdiger Kanzlerkandidat ist und keine klaren Linien fährt. Sie haben das eigentlich in den letzten Monaten, zwölf Monaten schon gesehen. Dann wird das gesagt, dann wird sofort wieder zurückgerudert. Und wer am Mittwoch über seinen eigenen gewonnenen Antrag sagt, ich bedauere das zutiefst, dass dieser Antrag angenommen wurde, der ist kein Kanzlerkandidat. Er kann dieses Land nicht führen. Er kann nun nicht mal seine eigene Fraktion und seine eigene Partei führen. Das, was wir hier sehen, sind Brandmauertote. Und es wird mehr davon geben. Und ich habe es eben mehrfach gesagt. Die Ursache, warum dieses Gesetz heute nicht beschlossen werden konnte, ist die Union. Die Union steht nicht geschlossen. Und das ist das Grundproblem bei der Union. Der Wähler weiß nicht, wofür die Union eigentlich steht. Ist es jetzt eine Merkel? Oder ist es doch grün? Oder noch grüner? Man weiß überhaupt gar nicht mehr, was man bekommt. Und selbst Merz hat seinen Laden überhaupt nicht im Griff. Und darum ist das Ding eben gekracht. Er kann kein Kanzler. Er kann kein Kanzlerkandidat. Das, was wir da eben gesehen haben, ist, dass die CDU ihren eigenen Kanzlerkandidaten abgesägt hat. Das gehört zur Wahrheit mit dazu. Und man wird später, am 23.02., 24.02., werden wir keine vernünftige Mehrheit mit der CDU hinbekommen für einen politischen Wandel bei der CDU und mit der SPD und mit den Grünen zusammengehen will. Das ist die Brandmauer. Das ist die Blockadehaltung. Man kann hier nur noch instabile Koalitionen bilden, weil man diese Blockadehaltung gegenüber der Alternative für Deutschland hat. Und dementsprechend wird es nur Instabilitäten geben. Und Friedrich Merz ist mit dafür verantwortlich, dass dieses Land in eine Regierungsunfähigkeit geführt wird. Und das, obwohl wir dringend Lösungen bräuchten. Dieses Land liegt am Boden. Alle Faktoren sind negativ. Und das hat auch mit die CDU mit zu verantworten. Beschleunigt durch die Ampel. In diesem Land müsste man so schnell wie möglich Entscheidungen treffen und Politik für Deutschland machen. Politik für die deutschen Bürger. Das erwartet man von politischen Entscheidungsträgern. Und stattdessen werden hier Sitzungswochen abgesetzt und hier wird so ein Chaos produziert. Also ich finde das auch insgesamt vom Grundansatz, finde ich das, was hier gerade gemacht wird, von den etablierten Parteien unverantwortlich, was man diesem Land antut.üsstädchen und Betriebs. probably 20 die d名 für wir bei"
72," Willkommen beim großen AfD-Klüngelkalender. Heute, Friedrich verweigert sich. Friedrich, schaust du eigentlich heute auch den Livestream der AfD? Nein, ich habe für sowas keine Zeit. Ich bin beschäftigt. Ja, aber es gibt eine Pressekonferenz mit Alice Weidel. Das musst du doch gucken, Friedrich. Geht nicht. Ich bekomme heute eine Lieferung Steine. Für was brauchst du denn Steine, Friedrich? Für meine Brandmauer natürlich. Die ist immer noch nicht hoch genug. Und was sollen die Menschen machen, die sich echte Veränderung statt Brandmauern wünschen, Alice? Die sollten sich heute entweder den Livestream oder später die Aufzeichnung auf meinem YouTube-Kanal ansehen. Und AfD wählen natürlich. Du kannst nicht genug bekommen vom AfD-Klüngelkalender? Dann jetzt Kanal abonnieren und jeden Morgen ein neues Türchen öffnen."
73, We'll be right back.
74," Unsere Grenzen werden wieder zu dem, was sie sein sollen. Eine klare Linie für Sicherheit und Souveränität. Mit einer AfD-geführten Regierung wird kein illegaler oder papierloser Einreisender mehr durchkommen. Wir senden ein unmissverständliches Signal an die Welt. Deutschland ist kein Ziel für illegale Migration. Unsere Sicherheitskräfte bekommen die Mittel und Befugnisse, die sie brauchen, um unser Land zu schützen. Denn sichere Grenzen bedeuten auch Sicherheit für uns Bürger. Deshalb am 23. Februar mit beiden Stimmen die Alternative für Deutschland."
75, rms out here and you
76," Der Staat sollte sich an seine eigenen Gesetze halten, an Recht und Gesetz. Das tut der Staat seit zehn Jahren nicht. Es wird gegen das Grundgesetz verstoßen, gegen das Al-Ghazul-Gesetz, gegen internationale Regeln, Dublin-Verordnung. Deutschland bricht Recht und Gesetz seit über zehn Jahren, angefangen mit Angela Merkel, fortgeführt durch die Ampel. Das ist nun einmal Fakt, mit dem wir uns auseinandersetzen müssen. Wir haben eine überbordende Kriminalität in Deutschland, eine überbordende Ausländerkriminalität belegt durch die polizeiliche Kriminalstatistik. Wir haben eine Kriminalitätsbelastung von Einwanderern, zum Beispiel aus Afghanistan, am höchsten von Rohheitsdelikten und dann gefolgt von Irakern und Syrern. Und das ist ein riesiges Problem. Und ich glaube, dass dieses Problem in den vergangenen Jahren nicht adressiert wurde. Jeder, der das adressiert hat, wie wir, wurde in die rechte Ecke gestellt. Ich halte das für völlig falsch. Man muss diesen Meinungskorridor öffnen, um diese Probleme unbedingt in unserem Land zu diskutieren. Weil ansonsten ist es genau das, was Sie beschreiben, öffnet das ein Klima der gesellschaftspolitischen Verwerfung. Und darum müssen wir uns in erster Linie an Recht und Gesetz halten von Seiten der Regierung. Das wird nicht gemacht. Und darum müssen wir uns jungen, was Sie passiert. Das wird an die ganzen Lätschalkussa diskutiert. Ja, wir werden aber in der Baldwinérence sehen. Und das ist nicht so, was Sie beschreiben. Und da, wenn Sie die Artyptiken, eine gewisse Meldung haben, für Sie ist nur in derorang, für Sie eine ganz-vorderung ab setup. Und da haben sich in derری abduct Mumbai schon wieder zu ihm am irgendwelchen Reinhalet. Aber Real животisten sind auch für schwungja Institut, Und ich hö pH nicht nur für Kinder Medicarepak mehr auf Geheimt und flexible April einfach zu erfüllen. Und auch ihr sch擊umental Hemd Bord. spürt die ir forth über die einzige ja noch plug. Und das wird ihm beim closebour般 ein verl protege siblings auch permitir."
77," Wir wollen Deutschland wieder wohlhabend und sicher machen. Wir werden die illegale Migration stoppen. Und zwar durch die Sicherung unserer Grenzen und durch die konsequente Abschiebung von Illegalen und Straftätern. Die CDU hat das übrigens jahrelang verhindert. Wir sind das Land mit den höchsten Energiepreisen weltweit. Auch das werden wir ändern. Durch Technologieoffenheit, das heißt grundlastfähige Kernkraft, Kohle, Gas. Gerne auch erneuerbare Energien, aber ohne gigantische Subventionen zum Schaden unseres Landes und zum Schaden des Steuerzahlers. Wir werden das EEG abschaffen. Wir sind das Land mit den höchsten Steuern und Abgaben, auch fast weltweit. Wir müssen die Steuern reduzieren für Arbeitnehmer und für Unternehmen. Und wir werden die CO2-Abgabe abschaffen. Fassen Sie sich ein Herz, wählen Sie die AfD für einen echten politischen Wandel."
78, Drei Freunde für Deutschland.
79," Der Solidaritätszuschlag ist ein Relikt aus vergangenen Zeiten und trotzdem zahlen wir ihn immer noch. Wir schaffen ihn endgültig ab und zwar vollständig und machen eine grundlegende Steuerreform, die Bürger und Unternehmen entlastet. Und das Lieferketten-Sorgfaltspflichtgesetz, die Abstrusität, erkennt man schon an der Länge dieses Wortes, gehört vollständig abgeschafft. Wirtschaftsfreiheit, Stadtgängelung, deshalb am 23. Februar mit beiden Stimmen Alternative für Deutschland."
80, Erkenne den Unterschied zwischen AfD und CDU in nur 20 Sekunden.
81," Weißt du noch, welche leuchtenden Augen du als Kind beim Besuch des Weihnachtsmarktes hattest, ohne dieses komische Gefühl im Bauch? Weißt du noch, wie es war, als du unbeschwert feiern konntest, ohne dich beim Heimweg ständig umzusehen? Weißt du noch, wie unbeschwert deine Schulzeit war, ohne Talerhorns und Angst? Weißt du noch, wie es war vor dem Schicksalsjahr 2015, als die CDU die Grenzen öffnete? Und glaubst du wirklich, dass die gleiche CDU nun all die Probleme löst, die sie selbst verursacht hat? Holen wir uns gemeinsam unser Land zurück. Deshalb am 23. Februar AfD. Zeit für Deutschland. Zeit für Alice Weidel."
82," Wir arbeiten nicht mit einer Partei zusammen. Wir würden die Seele der CDU verkaufen. Und genau deswegen schließen wir jede Zusammenarbeit mit der AfD in Deutschland aus. Sie erwarten jetzt doch nicht ernsthaft von mir eine Antwort, mit welchem der drei Bankrotteure wir die Arbeit in Deutschland fortsetzen wollen. Ich werde das nicht zulassen, dass wir das tun."
83," Hast du ein Lieblingsschimpfwort? Lieblingsschimpfwort? Ich sag gerne. H***. Bist du ein Langschläfer oder ein Frühaufsteher? Ich bin Frühaufsteher. Wenn ich zu Hause bin und dann wirklich von solchen arbeitsreichen Sachen nach Hause komme, dann schlafe ich schon auch mal, wenn ich kann, ganz gerne aus, dass ich keinen Wecker stelle. Also eigentlich wache ich dann auch immer um 6 Uhr auf zu meiner Standardzeit. Ich brauche keinen Wecker. Aber dann drehe ich mich auch nochmal ganz gerne um, wenn ich mal die Zeit habe. Und trinke ganz in Ruhe einen Kaffee und so. Ich liebe es. Was ist dein aktuelles Lieblingslied? Aktuell. Darf ich das nachgucken? Mensch, welches ist denn das? Ah, Mann. Ah, dieser Song. Wo ist mein Telefon? Ich sag's dir. Was ist dein liebstes alkoholisches Getränk? Mein Liebstes? Ich trinke tatsächlich Schaumweine ganz gerne. Also Sekt, so Prosecco und Champagner trinke ich auch mal ganz gerne, immer so ein Gläschen. Sehr selten. Aber wenn, dann auch ganz lustig. Also ich hab's jetzt zur Angewohnheit gemacht. Ich bin ja jetzt schon ein bisschen älter. Wenn ich nur so ein bisschen Alkohol trinke, dann schlafe ich nicht gut. So, das heißt, wenn ich arbeite, trinke ich gar keinen Alkohol. Und das dann, wenn, dann nur mal und dann eben. Weil ich kann, ich meine, so ein Glas oder so eine Flasche Bier, dann kann ich's auch gleich sein lassen. Aber dann am Wochenende, dann trinke ich auch mal zwei oder drei Gläser, weil ich das sonst alles ein bisschen langweilig finde. Aber ich trinke ganz selten Alkohol. Aber wenn, dann richtig. Aber dann auch nicht mit der angezogenen Handbremse, dass ich noch fahren müsste. Also wenn, dann muss ich auch nicht mehr Auto fahren. Alice Weidel kennt man als Frau mit Dutt und Perlenkette. Werden wir dich jemals auch mit offenen Haaren sehen? Also offen mache ich privat und ich halte das deshalb getrennt, damit ich tatsächlich meinen Typ ein bisschen umstellen kann, wenn ich privat unterwegs bin. Aber dann darf ich dummerweise auch nicht sprechen, weil die Leute erkennen mich auch an meiner Stimme. Wenn ich teilweise dann mit meiner Frau unterwegs bin und wir wirklich in einem sehr, sehr frequentierten Umfeld sind, dann sprechen wir teilweise nicht, weil ich nicht möchte, dass ich an der Stimme erkannt werde, weil ich werde einfach nicht in Ruhe gelassen. Also so von, na, können wir ein Selfie machen und dann so, ich finde dich doof. Tschüss."
84," Deutschland hat Bündnisverpflichtungen innerhalb der NATO, völlig klar. Diese NATO-Bündnisverpflichtungen haben wir im Übrigen die letzten 20 Jahre vernachlässigt. Das bleibt schon mal festzuhalten. Punkt zwei ist, dass Deutschland nicht mehr zur eigenen Landesverteidigung fähig ist. Unsere Bundeswehr ist nicht ertüchtig. Und warum sage ich das? Ich glaube, dass es falsch ist. Es ist doch ein falsches Signal, dass deutsche Soldaten in der Ukraine stationiert werden. Wer soll das dann absichern? Ja gut, es muss eine internationale Friedenstruppe sein, die ohne Deutschland. Wir werden dafür nicht zur Verfügung stehen, dass deutsche Soldaten in die Ukraine entsandt werden. Wir sind dazu nicht fähig. Und im Übrigen wird auch der Konnex gemacht zwischen der Taurus-Waffenlieferung und der Entsendung von deutschen Soldaten. Das ist zusammen rein logisch. Frau Hayali, da sind wir ja leider noch lange nicht, weil Friedrich Merz gerade letzten Samstag Taurus noch gefordert hat. Und da dementsprechend wollte ich das jetzt nochmal ansprechen, weil ich glaube, dass das eine gefährliche Entwicklung ist. Mehr Jahre altuz Montage Dieses missions in der Ukraine Ja, wie viele Äряger was man sich einzipit. Beef kein Gesamt hört gesatlant anges 90 Gesamt t gesamt glad ihn"
85," Die Pflege muss vor allen Dingen zunächst finanzierbar sein. Und das heißt, sie unterliegt einer Tragfähigkeit in einem Sozialversicherungssystem. Und ein Sozialversicherungssystem lebt davon, dass Einzahler und Auszahler sich die Waage halten. Wenn das in Schieflage gerät, das heißt, wenn wir einen Influx von sehr vielen Empfängern bekommen, die niemals eingezahlt haben, dann gerät dieses Sozialsystem auch die Pflege in Schieflage. Und dadurch erhöhen sich die Beiträge. Das sehen Sie auf Ihrem Zettel über die letzten Jahre, dass die Beiträge steigen."
86," Wir müssen uns oder wir sollen uns an bürgerkriegsähnliche Zustände zu Silvester gewöhnen. Und ich kann Ihnen sagen, das, was dieses Jahr wieder, wie die Jahre davor in den Großstädten zu Silvester passiert ist, daran wollen wir uns nicht gewöhnen. Und wir werden uns nicht daran gewöhnen. Wir werden einen Politikwechsel vollziehen und wir werden dafür sorgen, dass diese Menschen, die das verzetteln, andere Menschen verletzen, Wohnungen anstecken, des Landes verwiesen werden."
87," In Hessen holzt die CDU-Regierung den Märchenwald der Brüder Grimm für Windräder ab. Wir kennen sie, liebe CDU. Und ich kann euch sagen, wenn wir am Ruder sind, wir reißen alle Windkraftwerke nieder, nieder mit diesen Windmühlen der Schande."
88," Die Belastung der Bürger und Unternehmen ist enorm. Steuern, Abgaben und immer mehr Bürokratie rauben uns Wachstum und Wohlstand. Darum werden wir sofort die Einkommenssteuer senken, den Solidaritätszuschlag abschaffen und die Mehrwertsteuer auf Grundnahrungsmittel vollständig aussetzen. Die Unternehmen befreien wir von kostenintensiven Lieferkettengesetzen und anderen bürokratischen Auflagen. So stärken wir die Wirtschaft, entlasten die Bürger und schaffen Wachstum. Am 23. Februar mit beiden Stimmen AfD für mehr Geld in ihrer Tasche und eine starke Wirtschaft."
89," Die Energiekrise trifft alle. Strompreise explodieren, Wälder werden für Windräder abgeholzt und die Versorgungssicherheit schwindet. Wir werden die weltweit übliche Stromproduktion durch günstige Kernenergie auch in Deutschland wieder möglich machen. Ich bringe das billigste Gas auf den Markt, egal von wem und durch welche Pipeline. Und unsere modernsten Kohlekraftwerke, um die uns alle beneiden, werden so lange wie möglich weiter am Netz bleiben. So gibt es wieder bezahlbare Energiepreise. Am 23. Februar mit beiden Stimmen Alternative für Deutschland für bezahlbare Energie und sichere Versorgung."
90," Hast du dich eigentlich schon mal gefragt, was auf unserer Seite der Brandmauer ist? Bezahlbarer Wohnraum für die Menschen in unserem Land. Energie, die du dir wieder leisten kannst. Ein Land, das die Weltspitze nicht bei Ökoabgaben und Energiesteuern anführt, sondern bei Technologieoffenheit und Fortschritt. Ein Deutschland, das seine Bürger schützt und nicht diejenigen, die gar nicht hier sein dürften. Ganz einfach. Ein Deutschland für dich. Zeit für Deutschland. Zeit für Alice Weidel. Zeit für Deutschland."
91," Ich möchte, dass die Sicherheit der eigenen Bevölkerung wieder einen Mittelpunkt gestellt wird. Wir müssen Politik für unser Land machen, für unsere Leute. Und dazu gehört eine robuste Grenzsicherung und der Rausschmiss von Menschen, die sich hier nicht benehmen können."
92," Wir wollen vor allen Dingen die geringen Einkommen, die mittleren Einkommen, die Familien entlasten. Durch Freibeträge machen sie das. Pro Erwachsenen 15.000 Euro Fallbetrag, pro Kind 12.000. Wir wollen das Familiensplitting. Und das hieße bei einer fünfköpfigen Familie, dass sie eigentlich bis fast 70.000 Euro brutto steuerfrei bleiben. Und das ist ein wunderbares Entlastungsprogramm, was, glaube ich, jeden hier, jeden Arbeitnehmer in Deutschland freuen würde. Auf der anderen Seite müssen sie, um das gegenzufinanzieren, müssen sie natürlich mit den Ausgaben runter. Dieser Staat gibt trotz Rekordsteuereinnahmen viel zu viele aus. Und da müssen wir den Rotstift ansetzen und auch unsinnige Ausgaben, die auch ineffizient zusammenstreichen. Und dann kriegen sie das sehr gut gegenfinanziert und haben nachher sogar auch einen Überschuss. Und vor allen Dingen, was vielleicht noch wichtig ist, wir müssen mit den Konsumsteuern runter. Das ist auch das, was Sie eben angesprochen haben. Konsumsteuern wie Mehrwertsteuer schlägt ja auf uns alle durch. Sobald wir etwas kaufen, die Steuern sind viel zu hoch. Auch hier müssen wir deutlich verringern. Das ist auch das, was wir machen."
93," Während Donald Trump Friedensverhandlungen möchte und dort auch eintritt, treten die Europäer eigentlich eher auf Gas. 700 Milliarden, eine riesige Summe aus der EU für die Ukraine, für Waffen, finanzielle Hilfen. Friedrich Merz schließt Taurus-Waffensystem, ein deutsches Waffensystem für die Ukraine, nicht aus. Er hat es letzten Samstag noch gefordert, also Vollgas in die Eskalation hinein. Und wir, ich, halte das persönlich für einen völlig falschen Weg. Wir brauchen Friedensverhandlungen, denn am Ende eines jeden Krieges steht immer ein Frieden. Und dementsprechend sollte er möglichst schnell jetzt herbeigeführt werden."
94," Liebe Freunde, jetzt gilt jede Stimme für die AfD, denn nur wir werden Deutschland verändern für eine echte Migrationswende, für ein Deutschland, was wieder reich ist, wohlständig und sicher. Geht heute ins Wahllokal, aber geht nicht allein, nimmt noch mindestens zwei Freunde mit und dann verändern wir gemeinsam Deutschland."
95," Magdeburg. Mehrere Tote und Verletzte bei Tärn. Wir alle spüren es. Mit Deutschland geht es bergab. Unser Land braucht jetzt eine echte Wende. Ich bin Alice Weidel und ich bitte Sie, wählen Sie am 23. Februar die AfD. Denn es ist Zeit für Deutschland."
96," Ja, also ich glaube, wir müssen grundsätzlich darüber sprechen, warum die Beiträge eigentlich gestiegen sind. Also die Ursachenanalyse, die ist komplett weggefallen und die Ursache ist recht klar. Die Ursache, dass die Beiträge stetig steigen, sind diese Parteien, wie sie hier sitzen. Weil sie Millionen von Menschen in die Kassen reingelassen haben, die dort nie eingezahlt haben. Und das muss jetzt durch die Beitragszahler abgefangen werden. Nebenher wurden alle Rückstellungen aufgelöst in Milliardenhöhe. Also dementsprechend laufen dort Verbindlichkeiten auf für Menschen, die nie in unser Sozialsystem einbezahlt haben. Und das halte ich für völlig falsch. Das ist eine falsche Politik entgegen der eigenen arbeitenden Bevölkerung, die Beiträge zahlt. Und die sich permanent mit steigenden Sozialabgaben und Beiträgen konfrontiert sieht. Ich halte das für völlig falsch. Ich halte das auch für unsozial. Und dementsprechend müssen wir die illegale Migration unterbinden und auch die Einwanderung in unsere Sozialsysteme. Das kann niemand mehr bezahlen."
97," And it's not only about bureaucracy, it's also about taxes. Germany has the highest taxes of all OECD countries. So the normal German employee, he works more than half of a year for the state. You have to imagine that. Like with taxes plus Social Security. So more than half of the year you work for this dysfunctioning state. Because like the state does not provide the vital provisions for the people here."
98," Deutschland hatte die modernsten und sichersten Kernkraftwerke der Welt. Und man schaltet sie ab. Warum? Wegen grüner Ideologie. Anlagen, die noch betriebsbereit sind, werden mit der AfD schnell wieder aufbereitet und ans Netz gebracht. Mit Forschung und Reaktoren der nächsten Generation machen wir unser Land fit für die Zukunft. Sichere, saubere und bezahlbare Energie für alle. Deshalb am 23. Februar mit beiden Stimmen die Alternative für Deutschland."
99," Liebe Freunde, ich bin auf dem Weg nach Hamburg, wo sich die Linken angekündigt haben, die halbe Stadt in Schutt und Asche zu legen. Warum? Weil ich dort auftrete. Ich freue mich schon. Aber ich habe mir extra für die Antifa diesen Herzchenpulli angezogen. Und dementsprechend freue ich mich auf eine richtig gute Veranstaltung. Make love, not war."
100," Our state allows people to throw away their passports before they cross our borders that are not protected and controlled. So 57%, almost 60% of the people coming into our country through an open border, they throw away their papers. Why do they do that? Because once entered our country, our funny country, with this funny immigration policy, they cannot be deported anymore. So that's the reason why. So our state, our government, like the Angela Merkel government and the last one, they proclaimed a policy that everyone can choose to cross our border, to immigrate into our social security system, and cannot be deported afterwards because they threw away their passports."
101," In der Corona-Krise hat die Regierung den Menschen ihre Grundrechte genommen und Existenzen zerstört. Bis heute fehlt eine umfassende Aufarbeitung. Ich werde mich für jedes einzelne Opfer der Corona-Maßnahmen einsetzen. Wir brauchen Klarheit und Aufklärung. Wer hat gelogen? Was hat überhaupt gewirkt? Was war notwendig? Was machen wir beim nächsten Mal besser? Und wer hat nur Kasse gemacht? All das werde ich mit unserer Fraktion, dem Bundestag und Untersuchungen aufklären. Ich bin an ihrer Seite. Am 23. Februar mit beiden Stimmen Alternative für Deutschland, für Aufklärung und einen Neuanfang."
102," Sollte ich versterben? Das ist im Übrigen ein ganz, ganz großes Thema bei uns zu Hause. Das kann ich Ihnen gerne erläutern. Das diskutieren wir tatsächlich, ich und meine Frau. Was ist, wenn mir was passiert, wenn ich bei einem Anschlag versterbe? Wie ist das eigentlich erbschaftsteuerlich und alles? Wie ist das eigentlich geregelt? Und da glaube ich, dass unsere Lebenspartnerschaft nicht nachrangig sein sollte zu einer traditionellen Ehe. Natürlich, ich lebe das. Ich lebe in einer eingetragenen Lebenspartnerschaft. Und ich glaube, dass die eingetragene Lebenspartnerschaft, dass diese mit dem Rechtsstatus der Ehe gleichgesetzt werden sollte. Warum steht das Wort nicht in einem Parteiprogramm? Weil es selbstverständlich ist. Warum sollte ich und meine Frau nicht steuerlich gleichgestellt sein wie in einer normalen Ehe?"
103," Ein zentrales Thema Ihres Wahlkampfs ist der Stopp illegaler Migration. Sie haben kürzlich gesagt, von Tag 1 an wären die Grenzen geschlossen. Würden Sie dafür einen Zaun bauen? Wie bitte? Würden Sie dafür einen Zaun bauen? Wenn es nötig ist, natürlich. Wir brauchen sichere Grenzen und wir werden die illegale Migration stoppen. Und das wäre eigentlich auch Aufgabe einer jeden Regierung gewesen, die eigene Bevölkerung zu schützen."
104, Thank you. Thank you.
105," Dabei ist festzuhalten, dass Donald Trump genau das jetzt umsetzt, was wir als AfD seit drei Jahren fordern. Und zwar einen sofortigen Waffenstillstand und den Eintritt in Friedensverhandlungen. Was auch stehend ist, warum ich eben mit Ja votiert habe, ist, dass Friedrich Merz erst noch am Samstag gefordert hat, vor einigen Tagen das Taurus-Raketensystem, ein deutsches Raketensystem, an die Ukraine zu liefern. Ich halte das für einen eskalatorischen Weg und ich halte ihn für falsch. Und dementsprechend sollte sich Deutschland dort überhaupt gar nicht mehr involvieren, vor allem nicht mit Waffenlieferungen, auch nicht mit der Entsendung von Soldaten und auch nicht mehr mit finanziellen Hilfen. Wir müssen unbedingt in dieser Frage auf die Bremse treten, weil die Eskalationsgefahr immer noch nach wie vor da ist. Und dementsprechend werden wir als Alternative für Deutschland Donald Trump in seinen Friedensbemühungen natürlich unterstützen. Als zweitstärkste Kraft hier in Deutschland. Und ich halte das insgesamt für eine sehr gute Entwicklung, wenn Friedrich Merz nicht ausscheren würde mit der Lieferung von Taurus. und ich halte das wieder."
